strain	Unnamed: 0	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing	name	hct
hCoV-19/USA/WA-S9587/2021	4469	betacoronavirus	EPI_ISL_3105053	?	2021-07-02	North America	USA	Washington	King County	North America	USA	Washington	genome	29778	Human	unknown	unknown	?	P.1.15	GR	Overlake Hospital	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-07-28	?	hCoV-19/USA/WA-S9587/2021	no
hCoV-19/USA/WA-PHL-008760/2021	50816	betacoronavirus	EPI_ISL_8209550	?	2021-12-27	North America	USA	Washington	King County	North America	USA	Washington	genome	29746	Human	unknown	unknown	?	BA.1.1	GRA	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Lisa Jones, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2021-12-31	?	hCoV-19/USA/WA-PHL-008760/2021	no
hCoV-19/USA/WA-S15975/2021	51556	betacoronavirus	EPI_ISL_8822290	?	2021-12-29	North America	USA	Washington	King County	North America	USA	Washington	genome	29756	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-01-18	?	hCoV-19/USA/WA-S15975/2021	yes
hCoV-19/USA/WA-S3789/2021	84110	betacoronavirus	EPI_ISL_903075	?	2021-01-06	North America	USA	Washington	King County	North America	USA	Washington	genome	29743	Human	unknown	unknown	?	B.1.429	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-01-30	?	hCoV-19/USA/WA-S3789/2021	yes
hCoV-19/USA/WA-PHL-019553/2022	79130	betacoronavirus	EPI_ISL_12695833	?	2022-04-25	North America	USA	Washington	King County	North America	USA	Washington	genome	29661	Human	unknown	unknown	?	BA.2.3	GRA	Atlas Genomics	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-05-13	?	hCoV-19/USA/WA-PHL-019553/2022	no
hCoV-19/USA/WA-S21414/2022	119677	betacoronavirus	EPI_ISL_14506565	?	2022-06-05	North America	USA	Washington	King County	North America	USA	Washington	genome	29768	Human	unknown	unknown	?	BA.5.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-08-17	?	hCoV-19/USA/WA-S21414/2022	no
hCoV-19/USA/WA-PHL-008868/2021	49689	betacoronavirus	EPI_ISL_8566647	?	2021-12-20	North America	USA	Washington	King County	North America	USA	Washington	genome	29761	Human	unknown	unknown	?	BA.1.1	GRA	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Lisa Jones, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-01-11	?	hCoV-19/USA/WA-PHL-008868/2021	no
hCoV-19/USA/WA-S15537/2021	30391	betacoronavirus	EPI_ISL_8035048	?	2021-09-29	North America	USA	Washington	King County	North America	USA	Washington	genome	29802	Human	unknown	unknown	?	AY.3	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-12-24	?	hCoV-19/USA/WA-S15537/2021	yes
hCoV-19/USA/WA-S9118/2020	47227	betacoronavirus	EPI_ISL_2736500	?	2020-11-10	North America	USA	Washington	King County	North America	USA	Washington	genome	29648	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-06-30	?	hCoV-19/USA/WA-S9118/2020	no
hCoV-19/USA/WA-S3718/2020	47374	betacoronavirus	EPI_ISL_903004	?	2020-11-21	North America	USA	Washington	King County	North America	USA	Washington	genome	29334	Human	unknown	unknown	?	B.1	G	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-01-30	?	hCoV-19/USA/WA-S3718/2020	yes
hCoV-19/USA/WA-S15647/2021	39670	betacoronavirus	EPI_ISL_8035156	?	2021-11-29	North America	USA	Washington		North America	USA	Washington	genome	29820	Human	unknown	unknown	?	AY.39.1	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-12-24	?	hCoV-19/USA/WA-S15647/2021	yes
hCoV-19/USA/WA-S5111/2021	85857	betacoronavirus	EPI_ISL_1114268	?	2021-02-21	North America	USA	Washington	King County	North America	USA	Washington	genome	29861	Human	unknown	unknown	?	B.1.429	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-03-02	?	hCoV-19/USA/WA-S5111/2021	yes
hCoV-19/USA/WA-S19933/2022	80569	betacoronavirus	EPI_ISL_12710781	?	2022-05-02	North America	USA	Washington	King County	North America	USA	Washington	genome	29794	Human	unknown	unknown	?	BA.2.12.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-05-16	?	hCoV-19/USA/WA-S19933/2022	yes
hCoV-19/USA/WA-S8776/2021	105645	betacoronavirus	EPI_ISL_2715186	?	2021-05-27	North America	USA	Washington	King County	North America	USA	Washington	genome	29680	Human	unknown	unknown	?	P.1.17	GR	Atlas Genomics	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-06-29	?	hCoV-19/USA/WA-S8776/2021	no
hCoV-19/USA/WA-S15076/2021	34403	betacoronavirus	EPI_ISL_7285350	?	2021-10-16	North America	USA	Washington	King County	North America	USA	Washington	genome	29795	Human	unknown	unknown	?	AY.3	GK	Overlake Hospital	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-12-07	?	hCoV-19/USA/WA-S15076/2021	no
hCoV-19/USA/WA-S16024/2021	52302	betacoronavirus	EPI_ISL_8822340	?	2021-12-30	North America	USA	Washington	Snohomish County	North America	USA	Washington	genome	29757	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-01-18	?	hCoV-19/USA/WA-S16024/2021	yes
hCoV-19/USA/WA-S18641/2022	65105	betacoronavirus	EPI_ISL_10571255	?	2022-02-14	North America	USA	Washington	King County	North America	USA	Washington	genome	29770	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-03-02	?	hCoV-19/USA/WA-S18641/2022	yes
hCoV-19/USA/WA-PHL-019151/2022	78337	betacoronavirus	EPI_ISL_12643528	?	2022-04-27	North America	USA	Washington	King County	North America	USA	Washington	genome	29430	Human	unknown	unknown	?	BA.2	GRA	Northwest Laboratory	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-05-11	?	hCoV-19/USA/WA-PHL-019151/2022	no
hCoV-19/USA/WA-PHL-019435/2022	80239	betacoronavirus	EPI_ISL_12601133	?	2022-05-01	North America	USA	Washington	King County	North America	USA	Washington	genome	29430	Human	unknown	unknown	?	BA.2	GRA	WA PHL	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-05-09	?	hCoV-19/USA/WA-PHL-019435/2022	no
hCoV-19/USA/WA-S2811/2020	45409	betacoronavirus	EPI_ISL_574653	?	2020-09-02	North America	USA	Washington	King County	North America	USA	Washington	genome	29840	Human	unknown	unknown	?	B.1.243	G	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2020-10-06	?	hCoV-19/USA/WA-S2811/2020	no
hCoV-19/USA/WA-S15986/2021	52316	betacoronavirus	EPI_ISL_8822301	?	2021-12-29	North America	USA	Washington	King County	North America	USA	Washington	genome	29778	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-01-18	?	hCoV-19/USA/WA-S15986/2021	yes
hCoV-19/USA/WA-S20966/2022	118395	betacoronavirus	EPI_ISL_13834192	?	2022-06-02	North America	USA	Washington	King County	North America	USA	Washington	genome	29169	Human	unknown	unknown	?	BA.2.12.1	GRA	Seattle Flu Study, University of Washington Medical Center	Seattle Flu Study, University of Washington Medical Center	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-07-13	?	hCoV-19/USA/WA-S20966/2022	yes
hCoV-19/USA/WA-S3276/2020	46241	betacoronavirus	EPI_ISL_849500	?	2020-11-03	North America	USA	Washington	King County	North America	USA	Washington	genome	29871	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-01-19	?	hCoV-19/USA/WA-S3276/2020	yes
hCoV-19/USA/WA-PHL-005681/2021	33186	betacoronavirus	EPI_ISL_6259001	?	2021-10-25	North America	USA	Washington	King County	North America	USA	Washington	genome	29787	Human	unknown	unknown	?	AY.119	GK	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Lisa Jones, Holly Halstead, Joenice Gonzalez, Hannah Gray, Geoff Melly, Vanessa De Los Santos, Darren Lucas, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2021-11-13	?	hCoV-19/USA/WA-PHL-005681/2021	no
hCoV-19/USA/WA-S18720/2022	66929	betacoronavirus	EPI_ISL_10844031	?	2022-01-28	North America	USA	Washington	King County	North America	USA	Washington	genome	29798	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Jeff Duchin, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2022-03-09	?	hCoV-19/USA/WA-S18720/2022	no
hCoV-19/USA/WA-S19460/2022	72352	betacoronavirus	EPI_ISL_11961169	?	2022-03-28	North America	USA	Washington	King County	North America	USA	Washington	genome	29784	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-04-11	?	hCoV-19/USA/WA-S19460/2022	yes
hCoV-19/USA/WA-S14328/2021	21703	betacoronavirus	EPI_ISL_6910257	?	2021-09-04	North America	USA	Washington	King County	North America	USA	Washington	genome	29511	Human	unknown	unknown	?	AY.44	GK	Atlas Genomics	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-12-01	?	hCoV-19/USA/WA-S14328/2021	no
hCoV-19/USA/WA-S18555/2022	65928	betacoronavirus	EPI_ISL_10571171	?	2022-02-02	North America	USA	Washington	King County	North America	USA	Washington	genome	29405	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-03-02	?	hCoV-19/USA/WA-S18555/2022	yes
hCoV-19/USA/WA-S19582/2022	75498	betacoronavirus	EPI_ISL_12374730	?	2022-04-06	North America	USA	Washington	King County	North America	USA	Washington	genome	29720	Human	unknown	unknown	?	BA.2.9	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-04-28	?	hCoV-19/USA/WA-S19582/2022	yes
hCoV-19/USA/WA-S5107/2021	85060	betacoronavirus	EPI_ISL_1114264	?	2021-02-19	North America	USA	Washington	King County	North America	USA	Washington	genome	29859	Human	unknown	unknown	?	B.1.429	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-03-02	?	hCoV-19/USA/WA-S5107/2021	yes
hCoV-19/USA/WA-S15860/2021	50249	betacoronavirus	EPI_ISL_8822173	?	2021-12-23	North America	USA	Washington	King County	North America	USA	Washington	genome	29461	Human	unknown	unknown	?	BA.1	GRA	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-01-18	?	hCoV-19/USA/WA-S15860/2021	yes
hCoV-19/USA/WA-S6944/2021	96719	betacoronavirus	EPI_ISL_2011309	?	2021-04-19	North America	USA	Washington	King County	North America	USA	Washington	genome	29629	Human	unknown	unknown	?	B.1.1.7	GRY	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-05-11	?	hCoV-19/USA/WA-S6944/2021	yes
